paper_id,title,abstract,authors,authorids,keywords,primary_area,venue,year,pdf_url,forum_url,author_ids,submission_date
K7SdrTobcY,VidBridge-R1: Bridging QA and Captioning for RL-based Video Understanding Models with Intermediate Proxy Tasks,"The ""Reason-Then-Respond"" paradigm, enhanced by Reinforcement Learning, has shown great promise in advancing Multimodal Large Language Models. However, its application to the video domain has led to specialized models that excel at either question answering (QA) or captioning tasks, but struggle to master both. Naively combining reward signals from these tasks results in mutual performance degradation, which we attribute to a conflict between their opposing task natures. To address this challenge, we propose a novel training framework built upon two intermediate proxy tasks: DarkEventInfer, which presents videos with masked event segments, requiring models to infer the obscured content based on contextual video cues; and MixVidQA, which presents interleaved video sequences composed of two distinct clips, challenging models to isolate and reason about one while disregarding the other. These proxy tasks compel the model to simultaneously develop both holistic, divergent understanding and precise, convergent reasoning capabilities. Embodying this framework, we present VidBridge-R1, the first versatile video reasoning model that effectively bridges the paradigm conflict. Extensive experiments show that VidBridge-R1 achieves significant performance gains on both QA and captioning within one model, demonstrating the efficacy of our approach in fostering more generalizable and powerful video understanding models. All code, models, and data will be made publicly available.",,,"video-qa, captioning, RL","applications to computer vision, audio, language, and other modalities",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=K7SdrTobcY,https://openreview.net/forum?id=K7SdrTobcY,,
K9j6iggdGX,A$^2$SG: Adaptive and Asymmetric Surrogate Gradients for Training Deep Spiking Neural Network,"Training deep spiking neural networks (SNNs) remains challenging due to sharp loss landscapes and temporal inconsistency caused by surrogate gradients.
To address these challenges, we propose a unified framework: adaptive and asymmetric surrogate gradients ($\textit{A$^2$SG}$).
The adaptive gradients adjust an effective window for spatio-temporal adaptation, reducing spatial gradient variation and maintaining directional consistency of gradients over time.
The asymmetric gradients reflect neuronal dynamics by assigning larger gradients to neurons with higher membrane potentials, and we prove that they yield lower variation than symmetric surrogates.
Our analysis further establishes a direct connection between local gradient variation and the curvature of the loss landscape, providing a principled explanation for how $\textit{A$^2$SG}$ promotes convergence to flatter minima and improves generalization.
We conduct extensive experiments on diverse models, including CNN-based and Transformer-based SNNs, across various tasks such as image classification using both static and neuromorphic datasets, as well as segmentation.
The results demonstrate that $\textit{A$^2$SG}$ consistently improves accuracy and energy efficiency, establishing it as a general and reliable solution for training deep SNNs.",,,"deep spiking neural networks, surrogate gradients, adaptive, asymmetric","unsupervised, self-supervised, semi-supervised, and supervised representation learning",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=K9j6iggdGX,https://openreview.net/forum?id=K9j6iggdGX,,
kcmK2utDhu,MV-Adapter: Multi-view Consistent Image Generation Made Easy,"Generating multi-view images of an object has important applications in content creation and perception. Existing methods achieved this by making invasive changes to pre-trained text-to-image (T2I) models and performing full-parameter training, leading to three main limitations: (1) High computational costs, especially for high-resolution outputs; (2) Incompatibility with derivatives and extensions of the base model, such as personalized models, distilled few-step models, and plugins like ControlNets; (3) Limited versatility, as they primarily serve a single purpose and cannot handle diverse conditioning signals such as text, images, and geometry. In this paper, we present MV-Adapter to address all the above limitations. MV-Adapter is designed to be a plug-and-play module working on top of pre-trained T2I models. This enables efficient training for high-resolution synthesis while maintaining full compatibility with all kinds of derivatives of the base T2I model. MV-Adapter provides a unified implementation for generating multi-view images from various conditions, facilitating applications such as text- and image-based 3D generation and texturing. We demonstrate that MV-Adapter sets a new quality standard for multi-view image generation, and opens up new possibilities due to its adaptability and versatility.","Zehuan Huang, Yuan-Chen Guo, Haoran Wang, Ran Yi, Lizhuang Ma, Yan-Pei Cao, Lu Sheng","~Zehuan_Huang1, ~Yuan-Chen_Guo1, ~Haoran_Wang17, ~Ran_Yi1, ~Lizhuang_Ma1, ~Yan-Pei_Cao1, ~Lu_Sheng1","Multi-view Image Generation, 3D Generation, Diffusion Models",generative models,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=kcmK2utDhu,https://openreview.net/forum?id=kcmK2utDhu,,
KmphHE92wU,"Towards Stable, Globally Expressive Graph Representations with Laplacian Eigenvectors","Graph neural networks (GNNs) have achieved remarkable success in a variety of machine learning tasks over graph data. Existing GNNs usually rely on message passing, i.e., computing node representations by gathering information from the neighborhood, to build their underlying computational graphs. Such an approach has been shown fairly limited in expressive power, and often fails to capture global characteristics of graphs. To overcome the issue, a popular solution is to use Laplacian eigenvectors as additional node features, as they are known to contain global positional information of nodes, and can serve as extra node identifiers aiding GNNs to separate structurally similar nodes. Since eigenvectors naturally come with symmetries---namely, $O(p)$-group symmetry for every $p$ eigenvectors with equal eigenvalue, properly handling such symmetries is crucial for the stability and generalizability of Laplacian eigenvector augmented GNNs. However, using a naive $O(p)$-group invariant encoder for each $p$-dimensional eigenspace may not keep the full expressivity in the Laplacian eigenvectors. Moreover, computing such invariants inevitably entails a hard split of Laplacian eigenvalues according to their numerical identity, which suffers from great instability when the graph structure has small perturbations. In this paper, we propose a novel method exploiting Laplacian eigenvectors to generate *stable* and globally *expressive* graph representations. The main difference from previous works is that (i) our method utilizes **learnable** $O(p)$-invariant representations for each Laplacian eigenspace of dimension $p$, which are built upon powerful orthogonal group equivariant neural network layers already well studied in the literature, and that (ii) our method deals with numerically close eigenvalues in a **smooth** fashion, ensuring its better robustness against perturbations. Experiments on various graph learning benchmarks witness the competitive performance of our method, especially its great potential to learn global properties of graphs.","Junru Zhou, Cai Zhou, Xiyuan Wang, Pan Li, Muhan Zhang","~Junru_Zhou1, ~Cai_Zhou2, ~Xiyuan_Wang1, ~Pan_Li2, ~Muhan_Zhang1","graph neural networks, graph Laplacian eigenvectors",learning on graphs and other geometries & topologies,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=KmphHE92wU,https://openreview.net/forum?id=KmphHE92wU,,
kQCHCkNk7s,AstroCompress: A benchmark dataset for multi-purpose compression of astronomical data,"The site conditions that make astronomical observatories in space and on the ground so desirable---cold and dark---demand a physical remoteness that leads to limited data transmission capabilities. Such transmission limitations directly bottleneck the amount of data acquired and in an era of costly modern observatories, any improvements in lossless data compression has the potential scale to billions of dollars worth of additional science that can be accomplished on the same instrument. Traditional lossless methods for compressing astrophysical data are manually designed. Neural data compression, on the other hand, holds the promise of learning compression algorithms end-to-end from data and outperforming classical techniques by leveraging the unique spatial, temporal, and wavelength structures of astronomical images. This paper introduces [AstroCompress](https://huggingface.co/AstroCompress): a neural compression challenge for astrophysics data, featuring four new datasets (and one legacy dataset) with 16-bit unsigned integer imaging data in various modes: space-based, ground-based, multi-wavelength, and time-series imaging. We provide code to easily access the data and benchmark seven lossless compression methods  (three neural and four non-neural, including all practical state-of-the-art algorithms).
Our results on lossless compression indicate that lossless neural compression techniques can enhance data collection at observatories, and provide guidance on the adoption of neural compression in scientific applications. Though the scope of this paper is restricted to lossless compression, we also comment on the potential exploration of lossy compression methods in future studies.","Tuan Truong, Rithwik Sudharsan, Yibo Yang, Peter Xiangyuan Ma, Ruihan Yang, Stephan Mandt, Joshua S. Bloom","~Tuan_Truong3, ~Rithwik_Sudharsan1, ~Yibo_Yang1, ~Peter_Xiangyuan_Ma1, ~Ruihan_Yang1, ~Stephan_Mandt1, ~Joshua_S._Bloom1","astronomy, physics, astrophysics, compression, neural compression, computer vision, remote sensing","applications to physical sciences (physics, chemistry, biology, etc.)",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=kQCHCkNk7s,https://openreview.net/forum?id=kQCHCkNk7s,,
KTyMKIHbg3,A UCB-type of Approach for Nonstationary MDPs with General Function Approximation,"Function approximation has experienced significant success in the field of reinforcement learning (RL). Despite a handful of progress on developing theory for Nonstationary RL with function approximation under structural assumptions, existing work for nonstationary RL with general function approximation \citet{Feng:nonstationary:ICML:2023} studied the confidence-set based algorithm relying on an oracle to select the optimistic state-action value function within the confidence set, which is computationally inefficient. To mitigate the drawback of confidence-set based algorithm, in this work, we propose a popular UCB-type of algorithm for nonstationary RL with general function approximation. Our algorithm features the restart mechanism and a new design of bonus term to handle nonstationarity. We then establish a dynamic regret upper bound for the proposed algorithm, and demonstrate the dynamic regret bound for the examples of nonstationary tabular MDPs and nonstationary linear MDPs. To the best of our knowledge, this is the first UCB-type of algorithm for non-stationary RL with general function approximation. Our theory contributes to the recent progress on RL with general function approximation.","Songtao Feng, Ming Yin, Jie Fu, Jing Yang, Yingbin Liang","~Songtao_Feng1, ~Ming_Yin4, ~Jie_Fu5, ~Jing_Yang3, ~Yingbin_Liang1","nonstationary MDP, general function approximation, eluder dimension",reinforcement learning,ICLR 2024 Conference Withdrawn Submission,2024,https://openreview.net/pdf?id=KTyMKIHbg3,https://openreview.net/forum?id=KTyMKIHbg3,,
Ky02MLYr2r,MLBF-PRS: A MACHINE LEARNING MODEL DE- VELOPMENT AND BENCHMARKING FRAMEWORK FOR POLYGENIC RISK SCORES,"In contrast to other genomic tasks, the development of machine learning-based individual-level, genome-wide predictive models, typically termed polygenic risk scores (PRS), have shown little improvement from the use of complex machine learning (ML) methods. This disparity can be attributed to challenges in accessibility, comparability across studies, and a lack of development and evaluation guidelines that enable reproducibility. Sequence-based genomic tasks benefit from benchmarks, which have proven to be fruitful in the advancement of machine learning model development across domains. 

To overcome the challenges present in the development of ML-based PRS models, we introduce MLBF-PRS, a novel framework as a catalyst to promote and accelerate the development of ML-based solutions. The framework provides flexible Nextflow DSL2 pipelines that enable parallel comparison of ML models (SVMs, random forests, neural networks) against established statistical PRS methods, comprehensive quality control and data preparation modules following PRS-specific best practices, and automated tracking of model parameters, trained weights, and configurations to ensure full reproducibility. 

We describe the usage of MLBF-PRS to showcase how this framework provides accessibility, where, in most cases, the setup and evaluation of PRS models can be time-consuming and require navigation of multiple software tools. The standardised and reproducible dataset-specific benchmarking through MLBF-PRS offers a practical alternative to traditional open benchmarks. We make our framework openly available and continue expanding its capabilities.",,,"Machine Learning, PRS, PGS, Benchmarks, Nextflow, Pipeline, Polygenic score, Polygenic risk score","infrastructure, software libraries, hardware, systems, etc.",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=Ky02MLYr2r,https://openreview.net/forum?id=Ky02MLYr2r,,
LDu822E45Q,EEVEE and GATE: Finding the right benchmarks and how to run them seamlessly,"Model evaluation is a cornerstone of machine learning, guiding model design and progress measurement. Designing generalizable evaluation processes remains a challenge, however, partly due to the vast number of possible domain, task and modality combinations and lack of knowledge of how informative they are. In this paper, we propose EEVEE (Efficient Evaluation process Evolution Engine) - pronounced as \textipa{/'i:vi:/} EE-vee - a method that frames evaluation process design as a learning problem. By analyzing a large number of evaluation metrics from diverse benchmarks and models, EEVEE identifies a smaller subset of tasks with high predictive power over the full set of evaluation metrics, reducing evaluation time. To find the optimal subset maximizing signal while minimizing GPU hours, EEVEE evaluates pre-trained models of various architectures, pretraining schemes, and modalities on diverse downstream tasks and datasets including image classification, segmentation, relational reasoning, zero-shot image-to-text tasks, medical classification and segmentation, video classification, and regression. Our results identify three subsets of benchmarks, with 8, 15 and 21 tasks, providing high quality signal for model generalization. Key benchmarks selected include iWildCam, CLEVR-Math, ACDC, WinoGround, CIFAR100, Fungi, and ADE20K. We structure the subsets into three tiers for 12, 24, and 36 GPU-hour budgets and package them into a unified, efficient, and user-friendly Python framework that we built with the researcher in mind -- which we refer to as the GATE engine. Our experiments reveal ConvNextV2, SigLIP and CLIP as top-performing model encoders, with EfficientNetV2 and ResNext50 excelling in medical tasks and challenging image classification, in particular in Happy Whale Individual classification, ConvNet based models seem to outperform transformer models by a factor of 2.5x, which is surprising. The top performing encoder being ConvNextV2 followed by CLIP seems to agree with other recent large scale evaluations. We also demonstrate the framework's versatility in fine-tuning models from text and audio modalities, paving the way for future cross-modal evaluations.","Antreas Antoniou, Eleni Triantafillou, Hugo Larochelle, Fady Rezk, Sebastien Montella, Kiyoon Kim, Linus Ericsson, Pavlos Vougiouklis, Justin Engelmann, Elliot J. Crowley, Srihari Humbarwadi, Yi Liu, Guang Yang, Jeff Z. Pan, Amos Storkey","~Antreas_Antoniou3, ~Eleni_Triantafillou1, ~Hugo_Larochelle1, ~Fady_Rezk1, ~Sebastien_Montella1, ~Kiyoon_Kim2, ~Linus_Ericsson1, ~Pavlos_Vougiouklis1, ~Justin_Engelmann1, ~Elliot_J._Crowley1, ~Srihari_Humbarwadi1, ~Yi_Liu35, ~Guang_Yang5, ~Jeff_Z._Pan1, ~Amos_Storkey1","multi-modal, benchmarks, machine learning, model evaluation, benchmark frameworks","unsupervised, self-supervised, semi-supervised, and supervised representation learning",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=LDu822E45Q,https://openreview.net/forum?id=LDu822E45Q,,
lNIj5FdXsC,Recurrent Distance-Encoding Neural Networks for Graph Representation Learning,"Graph neural networks based on iterative one-hop message-passing have been shown to struggle in harnessing information from distant nodes effectively. Conversely, graph transformers allow each node to attend to all other nodes directly, but suffer from high computational complexity and have to rely on ad-hoc positional encodings to bake in the graph inductive bias. In this paper, we propose a new architecture to reconcile these challenges. Our approach stems from the recent breakthroughs in long-range modeling provided by deep state-space models on sequential data: for a given target node, our model aggregates nodes at different distances and uses a parallelizable linear recurrent network over the chain of distances to provide a natural encoding of its neighborhood structure. With no need for positional encoding, we empirically show that the performance of our model is competitive compared with that of state-of-the-art graph transformers on various benchmarks, at a drastically reduced computational complexity. In addition, we show that our model is theoretically more expressive than one-hop message-passing neural networks.","Yuhui Ding, Antonio Orvieto, Bobby He, Thomas Hofmann","~Yuhui_Ding1, ~Antonio_Orvieto3, ~Bobby_He1, ~Thomas_Hofmann1","Recurrent Neural Networks, Graph Neural Networks",learning on graphs and other geometries & topologies,Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=lNIj5FdXsC,https://openreview.net/forum?id=lNIj5FdXsC,,
LnKLT5apxB,SignAligner: Harmonizing Complementary Pose Modalities for Coherent Sign Language Generation,"Sign language generation faces the challenge of producing natural and expressive results due to the complexity of sign language, which involves hand gestures, facial expressions, and body movements. In this work, we propose a novel method called SignAligner for realistic sign language generation. The framework consists of three stages: text-driven multimodal co-generation, online collaborative correction, and realistic video synthesis. First, a joint generator incorporating a Transformer-based text encoder and cross-modal attention simultaneously produces posture, gesture, and body movements from text. Next, an online correction module refines the generated modalities using dynamic loss weighting and cross-modal attention to resolve spatiotemporal conflicts and enhance semantic consistency. Finally, the corrected poses are input into a pre-trained video generation network to synthesize high-fidelity sign language videos. Additionally, we introduce a dataset extension scheme that derives three new landmark representations (i.e., Pose, Hamer, and Smplerx) via pre-trained models, validated on PHOENIX14T and CSL-daily. Extensive experiments show that SignAligner significantly improves the accuracy and expressiveness of generated sign videos.",,,"sign language generation, sign language production","applications to computer vision, audio, language, and other modalities",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=LnKLT5apxB,https://openreview.net/forum?id=LnKLT5apxB,,
lYRkGZZi9D,Analysis of Linear Mode Connectivity via Permutation-Based Weight Matching: With Insights into Other Permutation Search Methods,"Recently, Ainsworth et al. (2023) showed that using weight matching (WM) to minimize the $L^2$ distance in a permutation search of model parameters effectively identifies permutations that satisfy linear mode connectivity (LMC), where the loss along a linear path between two independently trained models with different seeds remains nearly constant. This paper analyzes LMC using WM, which is useful for understanding stochastic gradient descent's effectiveness and its application in areas like model merging. We first empirically show that permutations found by WM do not significantly reduce the $L^2$ distance between two models, and the occurrence of LMC is not merely due to distance reduction by WM itself. We then demonstrate that permutations can change the directions of the singular vectors, but not the singular values, of the weight matrices in each layer. This finding shows that permutations found by WM primarily align the directions of singular vectors associated with large singular values across models. This alignment brings the singular vectors with large singular values, which determine the model's functionality, closer between the original and merged models, allowing the merged model to retain functionality similar to the original models, thereby satisfying LMC. This paper also analyzes activation matching (AM) in terms of singular vectors and finds that the principle of AM is likely the same as that of WM. Finally, we analyze the difference between WM and the straight-through estimator (STE), a dataset-dependent permutation search method, and show that WM can be more advantageous than STE in achieving LMC among three or more models.","Akira Ito, Masanori Yamada, Atsutoshi Kumagai","~Akira_Ito1, ~Masanori_Yamada1, ~Atsutoshi_Kumagai2","linear mode connectivity, deep learning, permutation symmetry","other topics in machine learning (i.e., none of the above)",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=lYRkGZZi9D,https://openreview.net/forum?id=lYRkGZZi9D,,
M0czNtnviA,PRIVET: PRIVacy metric based on Extreme value Theory,"Deep generative models are often trained on sensitive data, such as genetic sequences, health data, or more broadly, any copyrighted, licensed or protected content. This raises critical concerns around privacy-preserving synthetic data, and more specifically around privacy leakage, an issue closely tied to overfitting. Existing methods almost exclusively rely on global criteria to estimate the risk of privacy failure associated to a model, offering only quantitative non interpretable insights. The absence of rigorous evaluation methods for data privacy at the sample-level may hinder the practical deployment of synthetic data in real-world applications. Using extreme value statistics on nearest-neighbor distances, we propose PRIVET, a generic sample-based, modality-agnostic algorithm that assigns an individual privacy leak score to each synthetic sample. We empirically demonstrate that PRIVET reliably detects instances of memorization and privacy leakage across diverse data modalities, including settings with very high dimensionality, limited sample sizes such as genetic data and even under underfitting regimes. We compare our method to existing approaches under controlled settings and show its advantage in providing both dataset level and sample level assessments through qualitative and quantitative outputs. Additionally, our analysis reveals limitations in existing computer vision embeddings to yield perceptually meaningful distances when identifying near-duplicate samples.",,,"Generative modeling, privacy, extreme value statistics","alignment, fairness, safety, privacy, and societal considerations",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=M0czNtnviA,https://openreview.net/forum?id=M0czNtnviA,,
m6W5SfQXrT,High-Fidelity and Generalizable Neural Surface Reconstruction with Sparse Scene Representations,"Generalizable neural surface reconstruction has become a compelling technique at reconstructing 3D scenes from sparse input views without per-scene optimization. In these methods, dense 3D feature volumes has proven very effective as a global scene representation. Unfortunately, this representation severely limits their high-resolution modeling abilities and reconstruction accuracies because memory requirements scale cubically with voxel resolution. In this paper, we propose a novel sparse-representation approach that dramatically improves memory efficiency and allows for more accurate surface reconstructions. Our method employs a two-stage pipeline: We first train a neural network to predict voxel occupancy probabilities from the given posed images, then we restrict feature computation and volume rendering to the sparse voxels with sufficiently high occupancy estimates. To support this sparse representation, we develop specialized algorithms for efficient sampling, feature aggregation, and spatial querying that overcome the dense-volume assumptions of existing approaches. Extensive experiments on standard benchmarks demonstrate that our sparse representation enables scene reconstruction at a $512^3$ resolution, compared to the typical $128^3$ resolution possible with existing methods on similar hardware. We also achieve superior reconstruction accuracy compared to current state-of-the-art approaches. Our work establishes sparse neural representations as a promising direction for scalable, high-quality 3D reconstruction.",,,"neural surface reconstruction, neural radiance fields, multi-view stereo, 3D reconstruction","applications to computer vision, audio, language, and other modalities",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=m6W5SfQXrT,https://openreview.net/forum?id=m6W5SfQXrT,,
M7CblLwJB8,"AutoCustomization: A Unified Framework for Effortless, Selective LLM Bias and Style Finetuning","Large language models are transforming the landscape of applications, with their influence poised to expand. One important practical challenge is how to selectively customize models to align with specific expectations, such as tone, formality, or underlying biases. To solve this task, we develop AutoCustomization. The key to our approach is leveraging the vast knowledge encoded in modern language models to construct fine-tuning datasets focused on a specific customization axis in contrast to prior methods, which depend primarily on tediously constructed libraries of prompts. AutoCustomization demonstrates several desirable properties. It is universally applicable to any bias axis (e.g., political, stylistic). It is efficient with small automatically generated datasets and short fine-tuning. It allows for precise monitoring of the resulting bias change with our BiasShift evaluation metric proven to be alligned with human perception, generalizable to held-out aspects, and selective in preserving other model capabilities. We verify AutoCustomization through human evaluation and show that it outperforms existing prompting techniques while being simpler.","Jaroslaw Kochanowicz, Mateusz Olko, Gracjan Góral, Konrad Szewczyk, Krzysztof Dziedzic, Piotr Miłoś","~Jaroslaw_Kochanowicz1, ~Mateusz_Olko1, ~Gracjan_Góral1, ~Konrad_Szewczyk1, ~Krzysztof_Dziedzic1, ~Piotr_Miłoś1","large language models, model customization","other topics in machine learning (i.e., none of the above)",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=M7CblLwJB8,https://openreview.net/forum?id=M7CblLwJB8,,
mEBSeSk49H,On the Convergence of Adam under Non-uniform Smoothness: Separability from SGDM and Beyond,"This paper aims to clearly distinguish between Stochastic Gradient Descent with Momentum (SGDM) and Adam in terms of their convergence rates. We demonstrate that Adam achieves a faster convergence compared to SGDM under the condition of non-uniformly bounded smoothness. Our findings reveal that: (1) in deterministic environments, Adam can attain the known lower bound for the convergence rate of deterministic first-order optimizers, whereas the convergence rate of Gradient Descent with Momentum (GDM) has higher order dependence on the initial function value; (2) in stochastic setting, Adam's convergence rate upper bound matches the lower bounds of stochastic first-order optimizers, considering both the initial function value and the final error, whereas there are instances where SGDM fails to converge with any learning rate. These insights distinctly differentiate Adam and SGDM regarding their convergence rates. Additionally, by introducing a novel stopping-time based technique, we further prove that if we consider the minimum gradient norm during iterations, the corresponding convergence rate can match the lower bounds across all problem hyperparameters. The technique can also help proving that Adam with a specific hyperparameter scheduler is parameter-agnostic, which hence can be of independent interest.","Bohan Wang, Huishuai Zhang, Qi Meng, Ruoyu Sun, Zhi-Ming Ma, Wei Chen","~Bohan_Wang1, ~Huishuai_Zhang3, ~Qi_Meng1, ~Ruoyu_Sun1, ~Zhi-Ming_Ma1, ~Wei_Chen1","Adam, Convergence, Separability, Non-uniform Smoothness",learning theory,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=mEBSeSk49H,https://openreview.net/forum?id=mEBSeSk49H,,
mMLI1u1UvQ,Estimating structural shifts in graph domain adaptation via pairwise likelihood maximization,"Graph domain adaptation (GDA) emerges as an important problem in graph machine learning when the distribution of the source graph data used for training is different from that of the target graph data used for testing. While much of the prior work on GDA has focused on the idea of aligning node representations across source and target domains, recent studies show that such approaches can be suboptimal in the presence of conditional structure shift (CSS), where the distribution of graph edges conditioned on labels changes across domains. In this work, we develop a unified framework to solve CSS and show that existing GDA methods for CSS arise as special cases of our framework. This framework further allows us to develop a new method, Pairwise-Likelihood maximization for graph Structure Alignment (PLSA), which uses rich information from pairwise nodes and edges to improve the estimation of target connection probabilities. We establish conditions under which our method is identifiable and introduce a simple edge reweighting scheme based on importance weights to align the source and target graphs. Theoretically, under the contextual stochastic block model (CSBM), we derive finite-sample guarantees using recent results in matrix concentration inequalities for U-statistics. We complement our theoretical results with empirical studies that demonstrate the effectiveness of our method.",,,"Graph domain adaptation, node classification, graph structure shift, distribution matching, U-statistics","transfer learning, meta learning, and lifelong learning",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=mMLI1u1UvQ,https://openreview.net/forum?id=mMLI1u1UvQ,,
N1E7rFZJGH,Route Before Retrieve: Activating Latent Routing Abilities of LLMs for RAG vs. Long Context Selection,"Recent advances in large language models (LLMs) have expanded the context window to beyond 128K tokens, enabling long-document understanding and multi-source reasoning. A key challenge, however, lies in choosing between **retrieval-augmented generation (RAG)** and **long-context (LC)** strategies: RAG is efficient but constrained by retrieval quality, while LC supports global reasoning at higher cost and with position sensitivity. Existing methods such as *Self-Route* adopt failure-driven fallback from RAG to LC, but remain passive, inefficient, and hard to interpret. We propose **Pre-Route**, a proactive routing framework that performs structured reasoning *before* answering. Using lightweight metadata (e.g., document type, length, initial snippet), Pre-Route enables task analysis, coverage estimation, and information-need prediction, producing explainable and cost-efficient routing decisions. Our study shows three key findings: (i) LLMs possess latent routing ability that can be reliably activated with guidelines, allowing single-sample performance to approach that of multi-sample (Best-of-N) results; (ii) linear probes reveal that structured prompts sharpen the separability of the ""optimal routing dimension"" in representation space; and (iii) distillation transfers this reasoning structure to smaller models for lightweight deployment. Experiments on LaRA (in-domain) and LongBench-v2 (OOD) confirm that Pre-Route outperforms Always-RAG, Always-LC, and Self-Route baselines, achieving superior overall cost-effectiveness.",,,"Large Language Models (LLMs), Retrieval-Augmented Generation (RAG), Long-Context, Context Selection, Structured Reasoning","foundation or frontier models, including LLMs",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=N1E7rFZJGH,https://openreview.net/forum?id=N1E7rFZJGH,,
nGLefuWScZ,FITS: Conditional Diffusion Model for Irregular Time Series Forecasting with Pseudo-future Exogenous Covariates,"Irregular multivariate time series (IMTS) present unique challenges due to non-uniform intervals and different sampling rates. While existing methods struggle to capture both long-term dynamics and cross-channel dependencies under such irregularities, we tackle this by formulating time series forecasting as a conditional generation problem and introducing FITS, a conditional diffusion model for IMTS forecasting that leverages pseudo-future exogenous covariates. Our approach incorporates two key innovations. First, we propose a novel density-aware adaptive patching scheme that generates data-driven segments with dynamic boundaries determined by the information density. This scheme overcomes the limitations of traditional fixed-length or fixed-span segmentation in preserving continuous local semantics and modeling inter-time series correlations. Second, we develop a transformer-based prior knowledge extractor that captures forward-looking covariate dependencies via a novel cross-variate attention mechanism. The transformer structure is integrated into the conditional diffusion generative process as a unified framework, enabling precise distributional forecasting for IMTS. Extensive experiments on six datasets with four evaluation metrics validate the effectiveness of FITS.",,,time series forecasting,learning on time series and dynamical systems,ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=nGLefuWScZ,https://openreview.net/forum?id=nGLefuWScZ,,
nkp4LdWDOr,DiffuDETR: Rethinking Detection Transformers with Diffusion Process,"In this paper, we present DiffuDETR, a novel approach that formulates object detection as a conditional object query generation task, conditioned on the image and a set of noisy reference points. We integrate DETR-based models with denoising diffusion training to generate object queries' reference points from a prior gaussian distribution. We propose two variants: DiffuDETR, built on top of the Deformable DETR decoder, and DiffuDINO, based on DINO’s decoder with contrastive denoising queries (CDNs). To improve inference efficiency, we further introduce a lightweight sampling scheme that requires only multiple forward passes through the decoder. Our method demonstrates consistent improvements across multiple backbones and datasets, including COCO2017, LVIS, and V3Det, surpassing the performance of their respective baselines, with notable gains in complex and crowded scenes. Using ResNet-50 backbone we observe a +1.0 in COCO-val reaching 51.9 mAP on DiffuDINO compared to 50.9 mAP of the DINO. We also observe similar improvements on LVIS and V3DET datasets with +2.4 and +2.2 respectively. Code will be released upon acceptance.",,,"Object Detection, Diffusion Models, DETR, Query Generation, Deep Learning","applications to computer vision, audio, language, and other modalities",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=nkp4LdWDOr,https://openreview.net/forum?id=nkp4LdWDOr,,
NnSLujLSfn,Uncovering Vulnerabilities of LLM-Assisted Cyber Threat Intelligence,"Large Language Models (LLMs) are intensively used to assist security analysts in counteracting the rapid exploitation of cyber threats, wherein LLMs offer cyber threat intelligence (CTI) to support vulnerability assessment and incident response. While recent work has shown that LLMs can support a wide range of CTI tasks such as threat analysis, vulnerability detection, and intrusion defense, significant performance gaps persist in practical deployments. In this paper, we investigate the intrinsic vulnerabilities of LLMs in CTI, focusing on challenges that arise from the nature of the threat landscape itself rather than the model architecture. Using large-scale evaluations across multiple CTI benchmarks and real-world threat reports, we introduce a novel categorization methodology that integrates stratification, autoregressive refinement, and human-in-the-loop supervision to reliably analyze failure instances. Through extensive experiments and human inspections, we reveal three fundamental vulnerabilities: spurious correlations, contradictory knowledge, and constrained generalization, that limit LLMs in effectively supporting CTI. Subsequently, we provide actionable insights for designing more robust LLM-powered CTI systems to facilitate future research.",,,"Large Language Model, Cybersecurity, Cyber Threat Intelligence (CTI), Failure Analysis, LLM Robustness","alignment, fairness, safety, privacy, and societal considerations",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=NnSLujLSfn,https://openreview.net/forum?id=NnSLujLSfn,,
