paper_id,title,abstract,authors,authorids,keywords,primary_area,venue,year,pdf_url,forum_url
0bswm093Yl,GeneBench: Systematic Evaluation of Genomic Foundation Models and Beyond,"The Genomic Foundation Model (GFM) paradigm is expected to facilitate the extraction of generalizable representations from massive genomic data, thereby enabling their application across a spectrum of downstream applications. Despite advancements, a lack of evaluation framework makes it difficult to ensure equitable assessment due to experimental settings, model intricacy, benchmark datasets, and reproducibility challenges. In the absence of standardization, comparative analyses risk becoming biased and unreliable. To surmount this impasse, we introduce GeneBench, a comprehensive benchmarking suite specifically tailored for evaluating the efficacy of Genomic Foundation Models. GeneBench offers a modular and expandable framework that encapsulates a variety of state-of-the-art methodologies. Through systematic evaluations of datasets spanning diverse biological domains with a particular emphasis on both short-range and long-range genomic tasks, firstly including the three most important DNA tasks covering Coding Region, Non-Coding Region, Genome Structure, etc. Our results on GenBench has led to an interesting discovery: regardless of the number of parameters, the noticeable variation in preference between attention-based and convolution-based models for short- and long-range tasks could offer valuable insights for the future development of GFM. As a result, we propose a straightforward modified model called Genhybrid, which is an effective and efficient convolution-attention hybrid model suitable for all tasks.","Zicheng Liu, Jiahui Li, Lei Xin, Siyuan Li, Chang Yu, Zelin Zang, Cheng Tan, Yufei Huang, yajingbai, Jun Xia, Stan Z. Li","~Zicheng_Liu2, ~Jiahui_Li3, ~Lei_Xin3, ~Siyuan_Li6, ~Chang_Yu2, ~Zelin_Zang2, ~Cheng_Tan1, ~Yufei_Huang4, ~yajingbai1, ~Jun_Xia1, ~Stan_Z._Li2","genetic foundation model, benchmark, hybrid model",datasets and benchmarks,ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=0bswm093Yl,https://openreview.net/forum?id=0bswm093Yl
762u1p9dgg,MOEfication by Experts as Masks,"In this work, we investigate how to sparsify a pre-trained dense large language model into a mixture-of-experts (MoE) architecture for faster inference. Our approach applies mask matrix to the activations for each expert, constrained by $L_0$ regularization to minimize the number of activated parameters. Starting with all parameters active, the model is progressively sparsified during training, ensuring minimal performance loss. This approach proves more efficient than one-shot sparsification techniques~\citep{zhang2022moefication}, which typically require significant resources for performance recovery. Moreover, our approach automatically identifies shared, token-specific, and inactive experts, allowing for more efficient allocation of computational resources. Through extensive experiments, we achieve up to 97\% performance retention on downstream tasks with only 50\% of the feed-forward parameters activated in dense models. Beyond enhancing inference efficiency, this strategy of sharing computational units among experts presents a valuable framework for designing more generalized and efficient MoE architectures, opening avenues for future advancements in expert-based models.","Peiyu Liu, Tianwen Wei, Bo Zhu, Xin Zhao, Shuicheng YAN","~Peiyu_Liu1, ~Tianwen_Wei1, ~Bo_Zhu5, ~Xin_Zhao10, ~Shuicheng_YAN3","sparse activated, mixture-of-experts, L0 regularization","foundation or frontier models, including LLMs",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=762u1p9dgg,https://openreview.net/forum?id=762u1p9dgg
MKP1g8wU0P,Spectral-Refiner: Accurate Fine-Tuning of Spatiotemporal Fourier Neural Operator for Turbulent Flows,"Recent advancements in operator-type neural networks have shown promising results in approximating the solutions of spatiotemporal Partial Differential Equations (PDEs). However, these neural networks often entail considerable training expenses, and may not always achieve the desired accuracy required in many scientific and engineering disciplines. In this paper, we propose a new learning framework to address these issues. A new spatiotemporal adaptation is proposed to generalize any Fourier Neural Operator (FNO) variant to learn maps between Bochner spaces, which can perform an arbitrary-length temporal super-resolution for the first time. To better exploit this capacity, a new paradigm is proposed to refine the commonly adopted end-to-end neural operator training and evaluations with the help from the wisdom from traditional numerical PDE theory and techniques. Specifically, in the learning problems for the turbulent flow modeled by the Navier-Stokes Equations (NSE), the proposed paradigm trains an FNO only for a few epochs. Then, only the newly proposed spatiotemporal spectral convolution layer is fine-tuned without the frequency truncation. The spectral fine-tuning loss function uses a negative Sobolev norm for the first time in operator learning, defined through a reliable functional-type a posteriori error estimator whose evaluation is exact thanks to the Parseval identity. Moreover, unlike the difficult nonconvex optimization problems in the end-to-end training, this fine-tuning loss is convex. Numerical experiments on commonly used NSE benchmarks demonstrate significant improvements in both computational efficiency and accuracy, compared to end-to-end evaluation and traditional numerical PDE solvers under certain conditions. The source code is publicly available at https://github.com/scaomath/torch-cfd.","Shuhao Cao, Francesco Brarda, Ruipeng Li, Yuanzhe Xi","~Shuhao_Cao2, ~Francesco_Brarda1, ~Ruipeng_Li1, ~Yuanzhe_Xi1","operator learning, neural operators, Navier-Stokes, PDE, partial differential equations, computational fluid dynamics","applications to physical sciences (physics, chemistry, biology, etc.)",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=MKP1g8wU0P,https://openreview.net/forum?id=MKP1g8wU0P
liqUhMECuY,Towards Aligned Data Forgetting via Twin Machine Unlearning,"Modern privacy regulations have spurred the evolu-
tion of machine unlearning, a technique enabling a trained model
to efficiently forget specific training data. In prior unlearning
methods, the concept of “data forgetting” is often interpreted
and implemented as achieving zero classification accuracy on
such data. Nevertheless, the authentic aim of machine unlearn-
ing is to achieve alignment between the unlearned model and
the gold model (i.e., the model derived from re-training from
scratch without the data to be forgotten). Here, “alignment”
signifies the encouragement for both models to achieve identical
classification accuracy. Owing to its generalization ability, the
gold model can correctly classify a portion of the forgotten data,
resulting in a non-zero classification accuracy. To better align
the unlearned model with the gold model, we propose a Twin
Machine Unlearning (TMU) approach, where a twin unlearning
problem is defined corresponding to the original unlearning
problem. Consequently, the generalization-label predictor trained
on the twin problem can be transferred to the original problem,
facilitating aligned data forgetting. Additionally, we introduce a
noise-perturbed fine-tuning scheme to balance the trade-off be-
tween retaining the model’s generalization ability and enhancing
its resilience to Membership Inference Attacks. Comprehensive
empirical experiments illustrate that our approach significantly
enhances the alignment between the unlearned model and the
gold model. Meanwhile, our method allows data forgetting
without compromising the model’s accuracy.","haoxuan ji, Yuyao Sun, Zhenxing Niu, Gang Hua, Rong Jin, Quan Wang","~haoxuan_ji1, ~Yuyao_Sun1, ~Zhenxing_Niu1, ~Gang_Hua3, ~Rong_Jin3, ~Quan_Wang8",machine unlearning,"other topics in machine learning (i.e., none of the above)",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=liqUhMECuY,https://openreview.net/forum?id=liqUhMECuY
mAztx8QO3B,Coreset Selection via Reducible Loss in Continual Learning,"Rehearsal-based continual learning (CL) aims to mitigate catastrophic forgetting by maintaining a subset of samples from previous tasks and replaying them. The rehearsal memory can be naturally constructed as a coreset, designed to form a compact subset that enables training with performance comparable to using the full dataset. The coreset selection task can be formulated as bilevel optimization that solves for the subset to minimize the outer objective of the learning task. Existing methods primarily rely on inefficient probabilistic sampling or local gradient-based scoring to approximate sample importance through an iterative process that can be susceptible to ambiguity or noise. Specifically, non-representative samples like ambiguous or noisy samples are difficult to learn and incur high loss values even when training on the full dataset. However, existing methods relying on local gradient tend to highlight these samples in an attempt to minimize the outer loss, leading to a suboptimal coreset. To enhance coreset selection, especially in CL where high-quality samples are essential, we propose a coreset selection method that measures sample importance using reducible loss (ReL) that quantifies the impact of adding a sample to model performance. By leveraging ReL and a process derived from bilevel optimization, we identify and retain samples that yield the highest performance gain. They are shown to be informative and representative. Furthermore, ReL requires only forward computation, making it significantly more efficient than previous methods. To better apply coreset selection in CL, we extend our method to address key challenges such as task interference, streaming data, and knowledge distillation. Experiments on data summarization and continual learning demonstrate the effectiveness and efficiency of our approach.","Ruilin Tong, Yuhang Liu, Javen Qinfeng Shi, Dong Gong","~Ruilin_Tong1, ~Yuhang_Liu1, ~Javen_Qinfeng_Shi1, ~Dong_Gong1","Continual learning, Coreset selection","transfer learning, meta learning, and lifelong learning",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=mAztx8QO3B,https://openreview.net/forum?id=mAztx8QO3B
qyU5s4fzLg,Improving Unsupervised Constituency Parsing via Maximizing Semantic Information,"Unsupervised constituency parsers organize phrases within a sentence into a tree-shaped syntactic constituent structure that reflects the organization of sentence semantics. 
However, the traditional objective of maximizing sentence log-likelihood (LL) does not explicitly account for the close relationship between the constituent structure and the semantics, resulting in a weak correlation between LL values and parsing accuracy.
In this paper, we introduce a novel objective that trains parsers by maximizing SemInfo, the semantic information encoded in constituent structures.
We introduce a bag-of-substrings model to represent the semantics and estimate the SemInfo value using the probability-weighted information metric.
We apply the SemInfo maximization objective to training Probabilistic Context-Free Grammar (PCFG) parsers and develop a Tree Conditional Random Field (TreeCRF)-based model to facilitate the training. 
Experiments show that SemInfo correlates more strongly with parsing accuracy than LL, establishing SemInfo as a better unsupervised parsing objective.
As a result, our algorithm significantly improves parsing accuracy by an average of 7.85 sentence-F1 scores across five PCFG variants and in four languages, achieving state-of-the-art level results in three of the four languages.","Junjie Chen, Xiangheng He, Yusuke Miyao, Danushka Bollegala","~Junjie_Chen3, ~Xiangheng_He1, ~Yusuke_Miyao2, ~Danushka_Bollegala1","unsupervised constituency parsing, information theory, semantic information","applications to computer vision, audio, language, and other modalities",ICLR 2025 Spotlight,2025,https://openreview.net/pdf?id=qyU5s4fzLg,https://openreview.net/forum?id=qyU5s4fzLg
VZC9aJoI6a,PromptWizard: Task-Aware Prompt Optimization Framework,"Large language models (LLMs) have transformed AI across diverse domains, with \textit{prompting} being central to their success in guiding model outputs. However, manual prompt engineering is both labor-intensive and domain-specific, necessitating the need for automated solutions. We introduce PromptWizard, a novel, fully automated framework for discrete prompt optimization, utilizing a self-evolving, self-adapting mechanism. Through a feedback-driven critique and synthesis process, PromptWizard achieves an effective balance between exploration and exploitation, iteratively refining both prompt instructions and in-context examples to generate human-readable, task-specific prompts. This guided approach systematically improves prompt quality, resulting in superior performance across 45 tasks. PromptWizard excels even with limited training data, smaller LLMs, and various LLM architectures. Additionally, our cost analysis reveals a substantial reduction in API calls, token usage, and overall cost, demonstrating PromptWizard's efficiency, scalability, and advantages over existing prompt optimization strategies.","Eshaan Agarwal, Joykirat Singh, Vivek Dani, Raghav Magazine, Tanuja Ganu, Akshay Nambi","~Eshaan_Agarwal1, ~Joykirat_Singh1, ~Vivek_Dani1, ~Raghav_Magazine1, ~Tanuja_Ganu1, ~Akshay_Nambi1","Prompt optimization, LLMs, task-aware","foundation or frontier models, including LLMs",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=VZC9aJoI6a,https://openreview.net/forum?id=VZC9aJoI6a
tEM1u9VT2W,Learning with Multi-Group Guarantees for Clusterable Subpopulations,"A canonical desideratum for prediction problems is that performance guarantees should hold not just on average over the population, but also for meaningful subpopulations within the overall population. 
But what constitutes a meaningful subpopulation?
In this work, we take the perspective that relevant subpopulations should be defined with respect to the clusters that naturally emerge from the distribution of individuals for which predictions are being made. 
In this perspective, a population refers to a mixture model whose components constitute the relevant subpopulations.
We suggest two formalisms for capturing per-subgroup guarantees: first, by attributing each individual to the component from which they were most likely drawn, given their features; and second, by attributing each individual to all components in proportion to their relative likelihood of having been drawn from each component.
Using online calibration for Gaussian mixture models as a case study, we study a multi-objective algorithm that provides guarantees for each of these formalisms by handling all plausible underlying subpopulation structures simultaneously, and achieve a $O(T^{1/2})$ rate even when the subpopulations are not well-separated.
In comparison, the more natural _cluster-then-predict_ approach that first recovers the structure of the subpopulations and then makes predictions suffers from a $O(T^{2/3})$ rate and requires the subpopulations to be separable.
Along the way, we prove that providing per-subgroup calibration guarantees for underlying clusters can be easier than learning the clusters: separation between median subgroup features is required for the latter but not the former.","Jessica Dai, Nika Haghtalab, Eric Zhao","~Jessica_Dai1, ~Nika_Haghtalab2, ~Eric_Zhao1","multicalibration, fairness, clustering",learning theory,ICLR 2025 Conference Desk Rejected Submission,2025,https://openreview.net/pdf?id=tEM1u9VT2W,https://openreview.net/forum?id=tEM1u9VT2W
SjRLAzrVRo,Meta ControlNet: Enhancing Task Adaptation via Meta Learning,"Diffusion-based image synthesis has attracted extensive attention recently. In particular, 
ControlNet that uses image-based prompts exhibits powerful capability in image tasks such as canny edge detection and generates images well aligned with these prompts. However, vanilla ControlNet generally requires extensive training of around 5000 steps to achieve a desirable control for a single task. Recent context-learning approaches have improved its adaptability, but mainly for edge-based tasks, and rely on paired examples. Thus, two important open issues are yet to be addressed to reach the full potential of ControlNet: (i) zero-shot control for certain tasks and (ii) faster adaptation for non-edge-based tasks. In this paper, we introduce a novel Meta ControlNet method, 
which adopts the task-agnostic meta learning technique and features a new layer freezing design. Meta ControlNet significantly reduces learning steps to attain control ability from 5000 to 1000. Further, Meta ControlNet exhibits direct zero-shot adaptability in edge-based tasks without any finetuning, and achieves control within only 100 finetuning steps in more complex non-edge tasks such as Human Pose.","Junjie Yang, Jinze Zhao, Peihao Wang, Yingbin Liang","~Junjie_Yang2, ~Jinze_Zhao1, ~Peihao_Wang1, ~Yingbin_Liang1","Diffusion Models, Meta Learning","transfer learning, meta learning, and lifelong learning",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=SjRLAzrVRo,https://openreview.net/forum?id=SjRLAzrVRo
KYxxSgwRxf,Action Typicality and Uniqueness Learning for Zero-Shot Video Anomaly Detection,"Zero-Shot Video Anomaly Detection (ZS-VAD) is an urgent task in scenarios where the target video domain lacks training data due to various concerns, \emph{e.g.}, data privacy. The skeleton-based approach is a promising way to achieve ZS-VAD as it eliminates domain disparities in both background and human appearance. However, existing methods only learn low-level skeleton representation and rely on the domain-specific normality boundary, which cannot generalize well to new scenes with different normal and abnormal behavior patterns. In this paper, we propose a novel skeleton-based zero-shot video anomaly detection framework, which captures both scene-generic typical anomalies and scene-adaptive unique anomalies. Firstly, we introduce a language-guided typicality modeling module that projects skeleton snippets into action semantic space and learns generalizable typical distributions of normal and abnormal behavior. Secondly, we propose a test-time context uniqueness analysis module to finely analyze the spatio-temporal differences between skeleton snippets and then derive scene-adaptive boundaries. Without using any training samples from the target domain, our method achieves state-of-the-art results on four large-scale VAD datasets: ShanghaiTech, UBnormal, NWPU, and UCF-Crime. The Code will be publicly available.","Canhui Tang, Sanping Zhou, Haoyue Shi, Hao Sun, Le Wang","~Canhui_Tang1, ~Sanping_Zhou1, ~Haoyue_Shi3, ~Hao_Sun15, ~Le_Wang8","video anomaly detection, zero-shot, skeleton-based","applications to computer vision, audio, language, and other modalities",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=KYxxSgwRxf,https://openreview.net/forum?id=KYxxSgwRxf
uZmmgHY1mD,The Perfect Blend: Redefining RLHF with Mixture of Judges,"Reinforcement learning from human feedback (RLHF) has become the leading approach for fine-tuning large language models (LLM). However, RLHF has limitations in multi-task learning (MTL) due to challenges of reward hacking and extreme multi-objective optimization (i.e., trade-off of multiple and/or sometimes conflicting objectives). Applying RLHF for MTL currently requires careful tuning of the weights for reward model and data combinations. This is often done via human intuition and does not generalize. In this work, we introduce a novel post-training paradigm which we called Constrained Generative Policy Optimization (CGPO). The core of CGPO is Mixture of Judges (MoJ) with cost-efficient constrained policy optimization with stratification, which can identify the perfect blend in RLHF in a principled manner. It shows strong empirical results with theoretical guarantees, does not require extensive hyper-parameter tuning, and is plug-and-play in common post-training pipelines. Together, this can detect and mitigate reward hacking behaviors while reaching a pareto-optimal point across an extremely large number of objectives. 

Our results show that CGPO consistently outperforms other commonly used SoTA RLHF algorithms (such as PPO and DPO) on a wide range of tasks -- general chat, STEM questions, instruction following, math, coding and knowledge. In particular, CGPO improves over PPO by 7.4% in AlpacaEval-2 (general chat), 12.5% in Arena-Hard (STEM\reasoning), 2% in IFEval (Instrcution Following), 2% in both MATH and GSM8K (Math\reasoning), 5% in HumanEval (Coding), and 2% in the ARC challenge (Knowledge). We also observe that PPO is susceptible to severe reward hacking behaviors (it exhibits severe regression in popular coding benchmarks) which can be addressed by CGPO. CGPO represents a breakthrough in RLHF, simultaneously addressing reward-hacking and extreme multi-objective optimization, and thereby advancing the state-of-the-art in aligning general-purpose LLMs.","Tengyu Xu, Eryk Helenowski, Karthik Abinav Sankararaman, Di Jin, Kaiyan Peng, Eric Han, Shaoliang Nie, Chen Zhu, Hejia Zhang, Wenxuan Zhou, Zhouhao Zeng, Yun He, Karishma Mandyam, Arya Talebzadeh, Madian Khabsa, Gabriel Cohen, Sinong Wang, Yuandong Tian, Hao Ma, Han Fang","~Tengyu_Xu1, ~Eryk_Helenowski1, ~Karthik_Abinav_Sankararaman1, ~Di_Jin1, ~Kaiyan_Peng1, ~Eric_Han1, ~Shaoliang_Nie1, ~Chen_Zhu2, ~Hejia_Zhang2, ~Wenxuan_Zhou1, ~Zhouhao_Zeng1, ~Yun_He2, ~Karishma_Mandyam1, ~Arya_Talebzadeh1, ~Madian_Khabsa1, ~Gabriel_Cohen1, ~Sinong_Wang1, ~Yuandong_Tian1, ~Hao_Ma1, ~Han_Fang4","Large Language Model, Reinforcement Learning from Human Feedback, Mixture of Judges, Constrained Policy Optimization","foundation or frontier models, including LLMs",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=uZmmgHY1mD,https://openreview.net/forum?id=uZmmgHY1mD
bgpNJBD6Va,No Preference Left Behind: Group Distributional Preference Optimization,"Preferences within a group of people are not uniform but follow a distribution. While existing alignment methods like Direct Preference Optimization (DPO) attempt to steer models to reflect human preferences, they struggle to capture the distributional pluralistic preferences within a group. These methods often skew toward dominant preferences, overlooking the diversity of opinions, especially when conflicting preferences arise. To address this issue, we propose Group Distributional Preference Optimization (GDPO), a novel framework that aligns language models with the distribution of preferences within a group by incorporating the concept of beliefs that shape individual preferences. GDPO calibrates a language model using statistical estimation of the group's belief distribution and aligns the model with belief-conditioned preferences, offering a more inclusive alignment framework than traditional methods. In experiments using both synthetic controllable opinion generation and real-world movie review datasets, we show that DPO fails to align with the targeted belief distributions, while GDPO consistently reduces this alignment gap during training. Additionally, our evaluation metrics demonstrate that GDPO outperforms existing approaches in aligning with group distributional preferences, marking a significant advance in pluralistic alignment.","Binwei Yao, Zefan Cai, Yun-Shiuan Chuang, Shanglin Yang, Ming Jiang, Diyi Yang, Junjie Hu","~Binwei_Yao1, ~Zefan_Cai1, ~Yun-Shiuan_Chuang1, ~Shanglin_Yang1, ~Ming_Jiang6, ~Diyi_Yang2, ~Junjie_Hu2",preference alignment; large language model; fairness; group preferences,"alignment, fairness, safety, privacy, and societal considerations",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=bgpNJBD6Va,https://openreview.net/forum?id=bgpNJBD6Va
DumcCxxzka,RNAinformer: Generative RNA Design with Tertiary Interactions,"The function of an RNA molecule depends on its structure and a strong structure-to-function relationship is already achieved on the secondary structure level of RNA. Therefore, the secondary structure based design of RNAs is one of the major challenges in computational biology. A common approach of RNA design is inverse RNA folding. However, existing RNA design approaches cannot invert all folding algorithms because they cannot represent all types of base interactions. In this work, we propose RNAinformer, a novel generative transformer based approach to the inverse RNA folding problem. Leveraging axial-attention, we directly model the secondary structure input represented as an adjacency matrix in a 2D latent space, which allows us to invert all existing secondary structure prediction algorithms. Consequently, RNAinformer is the first model capable of designing RNAs from secondary structures with all base interactions, including non-canonical base pairs and tertiary interactions like pseudoknots and base multiplets. We demonstrate RNAinformer’s state-of-the-art performance across different RNA design benchmarks and showcase its novelty by inverting different RNA secondary structure prediction algorithms.","Sharat Patil, Frederic Runge, Jörg K.H. Franke, Frank Hutter","~Sharat_Patil1, ~Frederic_Runge1, ~Jörg_K.H._Franke1, ~Frank_Hutter1","RNA, RNA Design, RNA Inverse Folding, Transformers, Generative Design, Axial Attention, pseduoknots, multiplets","applications to physical sciences (physics, chemistry, biology, etc.)",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=DumcCxxzka,https://openreview.net/forum?id=DumcCxxzka
UoYxPYMUWd,Outcome-Driven Action Flexibility for Robust Offline Reinforcement Learning,"We address the challenge of offline reinforcement learning using realistic data, specifically non-expert data collected through sub-optimal behavior policies. A primary concern is that the learned policy must be conservative enough to manage \textit{distribution shift} while maintaining sufficient flexibility for generalization. To tackle this issue, we introduce a novel method called Outcome-Driven Action Flexibility (ODAF), which seeks to reduce reliance on the empirical action distribution of the behavior policy.
Specifically, we develop a new reward mechanism that evaluates whether the subsequent states, following the current policy, meet specified performance requirements (e.g., safety—remaining within the state support area), rather than solely depending on the characteristics of the actions taken (e.g., whether the action imitates the behavior policy).
Besides theoretical justification, we provide empirical evidence on widely used D4RL benchmarks, demonstrating that our ODAF method, implemented using uncertainty quantification techniques, effectively tolerates unseen transitions for improved ""trajectory stitching,"" while enhancing the agent's ability to learn from realistic non-expert data.","Ke Jiang, Xiaoyang Tan","~Ke_Jiang2, ~Xiaoyang_Tan2",Offline reinforcement learning; Robust reinforcement learning;Outcome-driven action flexibility;,reinforcement learning,ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=UoYxPYMUWd,https://openreview.net/forum?id=UoYxPYMUWd
HSGCCUwH7r,Model Swarms: Collaborative Search to Adapt LLM Experts via Swarm Intelligence,"We propose Model Swarms, a collaborative search algorithm to adapt LLMs via swarm intelligence, the collective behavior guiding individual systems. Specifically, Model Swarms starts with a pool of LLM experts and a utility function. Guided by the best-found checkpoints across models, diverse LLM experts collaboratively move in the weight space and optimize a utility function representing model adaptation objectives. Compared to existing model composition approaches, Model Swarms offers tuning-free model adaptation, works in low-data regimes with as few as 200 examples, and does not require assumptions about specific experts in the swarm or how they should be composed. Extensive experiments demonstrate that Model Swarms could flexibly adapt LLM experts to a single task, multi-task domains, reward models, as well as diverse human interests, improving over 12 model composition baselines by up to 21.0% across tasks and contexts. Further analysis reveals that LLM experts discover previously unseen capabilities in initial checkpoints and that Model Swarms enable the weak-to-strong transition of experts through the collaborative search process.","Shangbin Feng, Zifeng Wang, Yike Wang, Sayna Ebrahimi, Hamid Palangi, Lesly Miculicich, Achin Kulshrestha, Nathalie Rauschmayr, Yejin Choi, Yulia Tsvetkov, Chen-Yu Lee, Tomas Pfister","~Shangbin_Feng1, ~Zifeng_Wang1, ~Yike_Wang1, ~Sayna_Ebrahimi1, ~Hamid_Palangi1, ~Lesly_Miculicich1, ~Achin_Kulshrestha1, ~Nathalie_Rauschmayr1, ~Yejin_Choi1, ~Yulia_Tsvetkov1, ~Chen-Yu_Lee2, ~Tomas_Pfister1","evolutionary algorithm, model adaptation, model merging","applications to computer vision, audio, language, and other modalities",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=HSGCCUwH7r,https://openreview.net/forum?id=HSGCCUwH7r
KlalQu2423,CtD: Composition through Decomposition in Emergent Communication,"Compositionality is a cognitive mechanism that allows humans to systematically combine known concepts in novel ways.
This study demonstrates how artificial neural agents acquire and utilize compositional generalization to describe previously unseen images.
Our method, termed \`\`Composition through Decomposition'', involves two sequential training steps.
In the \'Decompose\' step, the agents learn to decompose an image into basic concepts using a codebook acquired during interaction in a multi-target coordination game.
Subsequently, in the \`Compose\' step, the agents employ this codebook to describe novel images by composing basic concepts into complex phrases.
Remarkably, we observe cases where generalization in the `Compose' step is achieved zero-shot, without the need for additional training.","Boaz Carmeli, Ron Meir, Yonatan Belinkov","~Boaz_Carmeli1, ~Ron_Meir1, ~Yonatan_Belinkov1","Emergent communication, Compositionality, Codebook learning","unsupervised, self-supervised, semi-supervised, and supervised representation learning",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=KlalQu2423,https://openreview.net/forum?id=KlalQu2423
w0389y0W9D,Flat-LoRA: Low-Rank Adaption over a Flat Loss Landscape,"Fine-tuning large-scale pre-trained models is prohibitively expensive in terms of computational and memory costs. Low-Rank Adaptation (LoRA), a popular Parameter-Efficient Fine-Tuning (PEFT) method, provides an efficient way to fine-tune models by optimizing only a low-rank matrix. Despite recent progress made in improving LoRA's performance, the connection between the LoRA optimization space and the original full parameter space is often overlooked. A solution that appears flat in the LoRA space may exist sharp directions in the full parameter space, potentially harming generalization performance. In this paper, we propose Flat-LoRA, an efficient approach that seeks a low-rank adaptation located in a flat region of the full parameter space. Instead of relying on the well-established sharpness-aware minimization approach, which can incur significant computational and memory burdens, we utilize random weight perturbation with a Bayesian expectation loss objective to maintain training efficiency and design a refined perturbation generation strategy for improved performance. Experiments on natural language processing and image classification tasks with various architectures demonstrate the effectiveness of our approach.","Tao Li, Zhengbao He, Yujun Li, Yasheng Wang, Lifeng Shang, Xiaolin Huang","~Tao_Li12, ~Zhengbao_He1, ~Yujun_Li1, ~Yasheng_Wang1, ~Lifeng_Shang1, ~Xiaolin_Huang1","low-rank adaption, flat minima, efficient training",optimization,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=w0389y0W9D,https://openreview.net/forum?id=w0389y0W9D
r4GxmIBDbO,Diffusion Pretraining for Gait Recognition in the Wild,"Recently, diffusion models have garnered much attention for their remarkable generative capabilities. Yet, their application for representation learning remains largely unexplored. In this paper, we explore the possibility of using the diffusion process to pretrain the backbone of a deep learning model for a specific application—gait recognition in the wild. To do so, we condition a latent diffusion model on the output of a gait recognition model backbone. Our pretraining experiments on the Gait3D and GREW datasets reveal an interesting phenomenon: diffusion pretraining causes the gait recognition backbone to separate gait sequences belonging to different subjects further apart than those belonging to the same subjects, which translates to a steady improvement in gait recognition performance. Subsequently, our transfer learning experiments on Gait3D and GREW show that the pretrained backbone can serve as an effective initialization for the downstream gait recognition task, allowing the gait recognition model to achieve better performance within much fewer supervised training iterations. We validated the applicability of our approach across multiple existing gait recognition methods and conducted extensive ablation studies to investigate the impact of different pretraining hyperparameters on the final gait recognition performance.","Wei Ming Neo, Koichi Shinoda, Tat-Jen Cham","~Wei_Ming_Neo1, ~Koichi_Shinoda1, ~Tat-Jen_Cham1","Diffusion Models, Gait Recognition, Representation Learning","unsupervised, self-supervised, semi-supervised, and supervised representation learning",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=r4GxmIBDbO,https://openreview.net/forum?id=r4GxmIBDbO
NA2vUMaMOm,Online Clustering with Nearly Optimal Consistency,"We give online algorithms for $k$-Means(more generally, $(k, z)$-Clustering) with nearly optimal consistency (a notion suggested by Lattanzi & Vassilvitskii (2017)). 
Our result turns any $\alpha$-approximate offline algorithm for clustering into an $(1+\epsilon)\alpha^2$-competitive online algorithm for clustering with $O(k \text{poly} \log n)$ consistency. 
This consistency bound is optimal up to $\text{poly} \log(n)$ factors. 
Plugging in the offline algorithm that returns the exact optimal solution, 
we obtain the first
$(1 + \epsilon)$-competitive online algorithm for clustering that achieves a linear in $k$ consistency.
This simultaneously improves several previous results (Lattanzi & Vassilvitskii, 2017; Fichtenberger et al., 2021). 
We validate the performance of our algorithm on real datasets by plugging in the practically efficient $k$-Means++ algorithm. 
Our online algorithm makes $k$-Means++ achieve good consistency with little overhead to the quality of solutions.","T-H. Hubert Chan, Shaofeng H.-C. Jiang, Tianyi Wu, Mengshi Zhao","~T-H._Hubert_Chan1, ~Shaofeng_H.-C._Jiang1, ~Tianyi_Wu9, ~Mengshi_Zhao3","clustering, online, consistency","unsupervised, self-supervised, semi-supervised, and supervised representation learning",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=NA2vUMaMOm,https://openreview.net/forum?id=NA2vUMaMOm
